external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
225845,концерт «Сектор Газа: Летний фестиваль на крыше»,Сектор Газа: Летний фестиваль на крыше,"Вечер посвятят памяти Юрия Клинских — музыканта, чьё творчество стало символом целой эпохи. Со сцены прозвучат известные песни группы в исполнении её бывших участников и приглашённых артистов.",concert,"концерты, вечером, 18+, с друзьями, открытые площадки",2026-07-11 19:00,2026-07-11 19:00,площадка Roof Place,"Кожевенная линия, д. 30",59.92223649999991,30.25129300000042,3000,от 3000 до 18 000 рублей,False,18+,https://media.kudago.com/images/event/0d/d1/0dd1606d35d75fbc629b96fa0b8f8e36.jpg,https://kudago.com/spb/event/kontsert-sektor-gaza-letnij-festival-na-kryishe/,kudago,2026-07-11 18:36:51
225834,фестиваль «Питерлэнд на открытом воздухе» / Open Air Piterland,«Питерлэнд на открытом воздухе» / Open Air Piterland,Фестиваль под открытым небом соберёт поклонников электронной хаус-музыки. Гостей ждут танцы с видом на Финский залив.,"party, festival","ночью, билеты на kudago, вечеринки, 18+, фестивали, концерты на крыше, самые интересные события в городе, на свежем воздухе",2026-07-11 22:00,2026-07-12 06:00,ресторан «Савана» / Savana,"Приморский просп., д. 72",59.98171486892799,30.210278609638948,1500,от 1500 рублей,False,18+,https://media.kudago.com/images/event/1f/51/1f51cda42cf0118918d2b14ec9345699.jpg,https://kudago.com/spb/event/vecherinka-open-ejr-piterlend--open-air-piterland/,kudago,2026-07-11 18:37:10
225595,лекция «Мужская мода конца XIX — начала XX веков: от дендизма к современному костюму»,Мужская мода конца XIX — начала XX веков: от дендизма к современному костюму,"Лекция проследит, как мужская мода на рубеже XIX–XX веков пришла от дендизма и викторианской строгости к прообразу современного костюма. Через журналы, фотографии и живопись слушатели увидят, как промышленность, спорт, эстетизм и рост среднего класса меняли дресс-код, силуэт, повседневный стиль и представления о статусе.",education,"обучение, познавательно, мода, 16+, бесплатно, вечером, free",2026-07-12 17:00,2026-07-12 17:00,Центральная городская публичная библиотека имени Маяковского,"наб. реки Фонтанки, д. 44-46",59.932234,30.34429099999998,0,,True,16+,https://media.kudago.com/images/event/79/59/79594acfa88cd4ee3e4012cf02454e21,https://kudago.com/spb/event/lektsiya-muzhskaya-moda-kontsa-xix---nachala-xx-veka-ot-dendizma-k-sovremennomu-kostyumu/,kudago,2026-07-11 18:37:10
225839,концерт Олега Майами,Олег Майами,"Публику ждёт вечер громких хитов, ярких эмоций и танцев под открытым небом.",concert,"концерты, вечером, 16+, с друзьями, концерты на крыше, самые интересные события в городе, открытые площадки",2026-07-12 17:30,2026-07-12 17:30,площадка Roof Place,"Кожевенная линия, д. 30",59.92223649999991,30.25129300000042,500,от 500 до 10 990 рублей,False,16+,https://media.kudago.com/images/event/18/81/18818cbf76399ec8e0a09090e4117177.jpg,https://kudago.com/spb/event/kontsert-oleg-majami-iyul-2026/,kudago,2026-07-11 18:36:51
225582,"музыкально-литературная программа «О милое, души святое вспоминанье: поэзия Михаила Лермонтова на музыку Кирилла Агренева-Славянского»","О милое, души святое вспоминанье: поэзия Лермонтова на музыку Агренева-Славянского","Открытие ЛЕРМОНТОВ_ФЕСТ 2026 соединит поэзию Лермонтова, вокал, фортепиано и рассказ о композиторе Кирилле Агреневе-Славянском. Музыкально-литературный вечер даст услышать знакомые строки в иной интонации.",concert,"free, бесплатно, культура и искусство, вечером, концерты, стихи, 18+, фортепианная музыка",2026-07-13 19:00,2026-07-13 19:00,Центральная библиотека имени Лермонтова,"просп. Литейный, д. 19",59.94354800000001,30.34806399999999,0,,True,18+,https://media.kudago.com/images/event/6e/bc/6ebc3814486a57616d5a6528ec46006f.jpg,https://kudago.com/spb/event/muzyikalno-literaturnaya-programma-o-miloe-dushi-svyatoe-vspominane-poeziya-m-yu-lermontova-na-muzyiku-k-d-agreneva-slavyanskogo/,kudago,2026-07-11 18:36:51
225843,концерт «Цветы. Арии. Свечи»,Цветы. Арии. Свечи,Среди экзотической зелени и цветов Оранжереи Таврического сада прозвучат романтические арии в сопровождении рояля.,concert,"6+, концерты, вечером, самые интересные события в городе, билеты на kudago",2026-07-13 20:00,2026-07-13 20:00,Оранжерея Таврического сада,"ул. Шпалерная, д. 43",59.94754099999999,30.36885099999999,1000,от 1000 до 4000 рублей,False,6+,https://media.kudago.com/images/event/96/e6/96e6875506975c1188ad708c577ad2ee.jpg,https://kudago.com/spb/event/kontsert-tsvetyi-arii-svechi/,kudago,2026-07-11 18:36:51
225596,лекция «Город и наводнение. Стратегии противодействия и адаптации»,Город и наводнение. Стратегии противодействия и адаптации,"Лекция соединяет литературу и городское управление через тему наводнений. От «Медного всадника» до муниципальных планов слушатели увидят, как вода раскрывает уязвимость города, страх перед стихией, пределы защиты и способы превращать хаос в систему мер, ответственности, координации и городского опыта.",education,"лекции и мастер-классы, обучение, история, познавательно, 16+, бесплатно, вечером, free",2026-07-14 19:00,2026-07-14 19:00,Центральная городская публичная библиотека имени Маяковского,"наб. реки Фонтанки, д. 44-46",59.932234,30.34429099999998,0,,True,16+,https://media.kudago.com/images/event/65/96/659653d722d89525f9298433f4f55171,https://kudago.com/spb/event/lektsiya-gorod-i-navodnenie-strategii-protivodejstviya-i-adaptatsii/,kudago,2026-07-11 18:37:10
225584,лекция «Как не потерять себя среди других»,Как не потерять себя среди других,"Лекция помогает разобраться, где проходит граница между своим «я» и ожиданиями других людей. Через понятия идентичности, личных границ, треугольника Карпмана и социометрии Морено слушатели увидят, почему в команде можно терять опору и как твёрдость с гибкостью помогают оставаться собой в диалоге, работе и близком общении.",education,"лекции и мастер-классы, обучение, познавательно, 16+, вечером, психология, free",2026-07-14 19:00,2026-07-14 19:00,Библиотека роста и карьеры (БИРО),"Московский просп., д. 150",59.88506209999996,30.32052660000031,0,,True,16+,https://media.kudago.com/images/event/4d/59/4d59029025c71bb3db34d14dec84fb27.jpg,https://kudago.com/spb/event/lektsiya-kak-ne-poteryat-sebya-sredi-drugih/,kudago,2026-07-11 18:37:10
225590,лекция «Медицина — в массы. Здравоохранение в Невском районе XX века»,Медицина — в массы. Здравоохранение в Невском районе XX века,"Лекция музея «Невская застава» расскажет, как в XX веке менялось здравоохранение Невского района.",education,"лекции и мастер-классы, обучение, история, познавательно, 16+, бесплатно, культура и искусство, free",2026-07-15 18:00,2026-07-15 19:30,Библиотека «На Стремянной»,"ул. Стремянная, д. 20",59.93075100000001,30.353588,0,,True,16+,https://media.kudago.com/images/event/fc/1a/fc1a61f5c933ce70177d3dd7d28ce28e,https://kudago.com/spb/event/lektsiya-meditsina---v-massyi-zdravoohranenie-v-nevskom-rajone-xx-veka/,kudago,2026-07-11 18:37:10
225587,лекция «Не „Криком“ единым: искусство Норвегии от XIX века до наших дней»,Не «Криком» единым: искусство Норвегии от XIX века до наших дней,"Лекция расширяет привычный взгляд на искусство Норвегии: за пределами «Крика» Мунка здесь появляются сказочные миры Киттельсена, образы Веренщолля, национальная живопись и современные авторы.",education,"живопись, обучение, познавательно, 16+, бесплатно, вечером, культура и искусство, free",2026-07-15 18:30,2026-07-15 20:00,Открытая гостиная в Центральной библиотеке им. М. Ю. Лермонтова,"просп. Литейный, д. 19",59.94363800000001,30.347956,0,,True,16+,https://media.kudago.com/images/event/8c/36/8c363cf794d435567ecb9fc1802f5fc4.png,https://kudago.com/spb/event/lektsiya-ne-krikom-edinyim-iskusstvo-norvegii-ot-xix-veka-do-nashih-dnej/,kudago,2026-07-11 18:37:10
